City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,glace bay,46.1969,-59.957,287.03,94,100,2.06,CA,1697073852
362,vallam,10.7167,79.0833,298.18,87,86,1.52,IN,1697073852
363,dakhla,23.6848,-15.958,295.82,70,0,5.0,EH,1697073852
364,saipan,15.1355,145.701,302.54,84,100,9.26,MP,1697073852
365,martuk,50.7475,56.5056,275.85,73,5,1.44,KZ,1697073852
366,al masallamiyya,14.5748,33.3373,301.62,53,2,5.37,SD,1697073852
367,eastham,41.8301,-69.9739,289.16,60,0,0.0,US,1697073852
368,dera bugti,29.0307,69.151,296.65,18,0,1.7,PK,1697073852
369,pathein,16.7833,94.7333,298.49,90,100,1.8,MM,1697073853
370,tual,-5.6667,132.75,299.82,79,80,7.64,ID,1697073853
371,hovd,48.0056,91.6419,281.09,45,5,2.12,MN,1697073853
372,cabedelo,-6.9811,-34.8339,297.52,81,1,5.0,BR,1697073853
373,birnin kudu,11.4459,9.4984,299.26,34,67,1.74,NG,1697073853
374,langepas,61.2544,75.2124,276.02,93,100,4.48,RU,1697073853
375,peterhead,57.5058,-1.7981,281.37,66,10,8.67,GB,1697073853
376,shangrao,28.4532,117.9686,291.91,79,100,2.97,CN,1697073853
377,san juan,-31.5375,-68.5364,287.0,31,1,4.6,AR,1697073595
378,ketchikan,55.3422,-131.6461,286.14,76,0,3.09,US,1697073853
379,lucapa,-8.4192,20.7447,292.41,89,95,1.08,AO,1697073853
380,pangobilian,8.8011,117.8594,301.63,75,100,1.45,PH,1697073853
381,axim,4.8699,-2.2405,298.27,90,87,3.3,GH,1697073683
382,al burayqah,30.4062,19.5739,296.42,71,0,4.39,LY,1697073622
383,kalemie,-5.9475,29.1947,294.86,80,94,3.18,CD,1697073853
384,peace river,56.2501,-117.286,286.32,82,100,1.54,CA,1697073852
385,kerikeri,-35.2268,173.9474,292.54,60,6,1.34,NZ,1697073854
386,horta,38.5333,-28.6333,292.05,89,51,2.24,PT,1697073669
387,dubbo,-32.25,148.6167,303.22,20,0,10.29,AU,1697073722
388,shimoda,34.6667,138.95,294.35,64,45,5.69,JP,1697073854
389,nabire,-3.3667,135.4833,300.64,78,100,0.19,ID,1697073854
390,dombarovskiy,50.7587,59.5386,278.15,58,7,2.68,RU,1697073854
391,takahashi,34.7833,133.6167,295.4,57,0,2.24,JP,1697073854
392,patong,7.8961,98.2966,300.23,82,99,2.19,TH,1697073854
393,alofi,-19.0595,-169.9187,301.09,61,75,6.69,NU,1697073854
394,canutama,-6.5339,-64.3831,301.92,55,52,0.98,BR,1697073854
395,alenquer,-1.9417,-54.7383,303.05,43,10,2.71,BR,1697073854
396,svobodnyy,51.4,128.1333,286.55,47,16,5.36,RU,1697073854
397,tumaco,1.7986,-78.8156,298.86,88,100,2.75,CO,1697073854
398,port macquarie,-31.4333,152.9167,300.87,49,0,6.01,AU,1697073777
399,fauske,67.2588,15.3918,277.47,83,23,2.32,NO,1697073854
400,kijang,35.2442,129.2139,292.0,52,0,4.14,KR,1697073854
401,rio preto da eva,-2.6994,-59.6997,303.9,35,100,0.82,BR,1697073855
402,ust'-kulom,61.6864,53.6902,273.87,86,100,1.79,RU,1697073855
403,collipulli,-37.95,-72.4333,279.09,87,0,2.4,CL,1697073855
404,tchintabaraden,15.8969,5.7985,302.99,17,36,4.17,NE,1697073855
405,puerto real,36.5282,-6.1901,294.05,76,5,3.8,ES,1697073855
406,magadan,59.5667,150.8,272.89,74,0,4.02,RU,1697073855
407,al bayda,32.7627,21.7551,289.05,77,0,4.95,LY,1697073855
408,tongchuanshi,35.0806,109.0897,285.98,80,100,1.24,CN,1697073855
409,rabo de peixe,37.8,-25.5833,292.88,99,40,4.12,PT,1697073855
410,remire-montjoly,4.9167,-52.2667,300.17,83,0,2.57,GF,1697073855
411,quellon,-43.1167,-73.6167,280.78,76,81,5.76,CL,1697073855
412,fada n'gourma,12.0622,0.3578,300.07,55,92,1.99,BF,1697073855
413,santa elena de uairen,4.6167,-61.1333,296.24,43,8,1.18,VE,1697073855
414,mount gambier,-37.8333,140.7667,285.67,85,30,6.2,AU,1697073855
415,suva,-18.1416,178.4415,300.86,69,75,4.63,FJ,1697073855
416,nouadhibou,20.931,-17.0347,302.14,34,23,5.66,MR,1697073855
417,holualoa,19.6228,-155.9522,300.06,76,75,5.14,US,1697073856
418,fish town,5.1964,-7.8756,295.05,99,100,0.81,LR,1697073856
419,broome,42.2506,-75.833,285.72,83,100,2.06,US,1697073856
420,aoulef,26.9667,1.0833,300.05,23,0,10.17,DZ,1697073856
421,dudinka,69.4058,86.1778,274.64,93,100,6.71,RU,1697073856
422,mendoza,-32.8908,-68.8272,286.89,38,75,1.03,AR,1697073856
423,baxter,46.3433,-94.2867,283.05,71,100,3.09,US,1697073856
424,happy valley-goose bay,53.3168,-60.3315,284.32,93,75,0.0,CA,1697073856
425,puerto baquerizo moreno,-0.9,-89.6,297.39,80,93,4.79,EC,1697073856
426,little falls,40.869,-74.2082,290.24,80,0,2.06,US,1697073856
427,west lafayette,40.4259,-86.9081,289.58,69,100,2.06,US,1697073613
428,roma,43.2128,-75.4557,284.66,89,100,1.54,US,1697073665
429,embi,48.8264,58.1442,278.65,52,84,2.4,KZ,1697073856
430,hinton,53.4001,-117.5857,279.58,96,100,1.75,CA,1697073856
431,itoman,26.1247,127.6694,301.58,63,75,7.72,JP,1697073856
432,queenstown,-31.8976,26.8753,291.86,47,100,5.84,ZA,1697073857
433,hami,42.8,93.45,290.1,21,57,2.86,CN,1697073857
434,tsagan aman,47.5639,46.7218,276.26,74,0,3.92,RU,1697073857
435,boguchany,58.3814,97.4531,285.85,70,100,2.68,RU,1697073857
436,port hedland,-20.3167,118.5667,310.18,9,3,5.14,AU,1697073857
437,keflavik,64.0049,-22.5624,277.39,87,100,13.89,IS,1697073857
438,brandywine,38.6968,-76.8477,288.71,87,0,0.0,US,1697073857
439,qui nhon,13.7667,109.2333,300.08,84,100,4.86,VN,1697073857
440,prince rupert,54.3161,-130.3201,284.98,90,20,4.12,CA,1697073857
441,punta del este,-34.9667,-54.95,282.21,63,40,8.23,UY,1697073857
442,metlili chaamba,32.2667,3.6333,292.74,43,0,3.08,DZ,1697073857
443,bandar-e anzali,37.4727,49.4622,290.29,91,100,8.29,IR,1697073857
444,nova pazova,44.9437,20.2193,286.49,79,0,3.6,RS,1697073857
445,newport,51.5877,-2.9984,286.36,91,100,6.45,GB,1697073612
446,freeport,40.6576,-73.5832,290.92,87,0,2.06,US,1697073679
447,bandarbeyla,9.4942,50.8122,298.76,89,4,1.68,SO,1697073858
448,zamosc,50.7231,23.252,287.08,73,100,8.27,PL,1697073858
449,kununurra,-15.7667,128.7333,305.14,58,54,2.57,AU,1697073858
450,mudkhed,19.1667,77.5167,295.5,75,3,0.98,IN,1697073858
451,harstad,68.799,16.5293,274.81,97,100,3.13,NO,1697073858
452,kothi,24.75,80.7833,296.39,54,0,1.68,IN,1697073858
453,nasiriyah,31.0521,46.261,304.28,15,32,5.82,IQ,1697073858
454,wicklow,53.0,-6.4167,278.75,87,100,1.31,IE,1697073858
455,mangrol,21.1167,70.1167,298.55,83,6,2.57,IN,1697073858
456,saint-pierre,-21.3393,55.4781,293.97,60,0,2.57,RE,1697073858
457,houlton,46.1262,-67.8403,283.38,90,100,1.54,US,1697073858
458,flin flon,54.7682,-101.865,280.69,71,7,2.51,CA,1697073858
459,usinsk,65.9939,57.5281,272.08,98,82,2.24,RU,1697073858
460,alfredo baquerizo moreno,-1.9167,-79.5167,301.14,67,100,3.03,EC,1697073858
461,ambon,-3.6954,128.1814,301.23,78,40,1.54,ID,1697073858
462,matadi,-5.8167,13.45,299.36,78,98,3.46,CD,1697073859
463,norderney,53.7,7.15,286.16,66,100,8.07,DE,1697073859
464,dumfries,38.5676,-77.328,288.95,78,0,2.57,US,1697073859
465,choix,26.7092,-108.3219,302.27,55,28,3.83,MX,1697073859
466,el aioun,34.5832,-2.5061,292.4,83,0,1.34,MA,1697073859
467,yasnyy,51.0333,59.8742,277.6,65,7,2.6,RU,1697073859
468,aketi,2.7388,23.7833,294.34,96,100,0.57,CD,1697073859
469,gebeit,21.0667,36.3167,296.71,75,0,2.31,SD,1697073859
470,maniago,46.1706,12.7078,289.24,89,6,1.66,IT,1697073859
471,las khorey,11.1595,48.1967,302.06,77,97,2.82,SO,1697073859
472,salinopolis,-0.6136,-47.3561,300.21,77,4,4.97,BR,1697073859
473,souillac,-20.5167,57.5167,292.36,82,20,2.57,MU,1697073859
474,sitangkai,4.6628,119.3928,301.67,68,92,0.36,PH,1697073859
475,kayangel,8.0823,134.7173,301.26,80,61,9.23,PW,1697073859
476,guaiuba,-4.0397,-38.6372,300.12,89,6,1.74,BR,1697073859
477,al bardiyah,31.7561,25.0865,295.46,68,0,3.7,LY,1697073860
478,manta,-0.95,-80.7333,297.03,88,100,4.12,EC,1697073636
479,dubinino,55.6192,89.0911,280.01,69,100,5.54,RU,1697073860
480,craig,40.5153,-107.5464,280.12,81,75,0.0,US,1697073699
481,pontianak,-0.0333,109.3333,300.14,94,20,1.54,ID,1697073860
482,bonthe,7.5264,-12.505,298.17,89,100,0.68,SL,1697073860
483,walvis bay,-22.9575,14.5053,287.68,88,0,1.03,NA,1697073860
484,es castell,39.8795,4.2854,292.53,100,0,1.54,ES,1697073860
485,langen,49.9933,8.6728,292.64,70,0,4.63,DE,1697073860
486,kilindoni,-7.9139,39.6668,298.52,78,100,3.69,TZ,1697073860
487,malango,-2.9627,119.9001,299.62,56,51,1.71,ID,1697073860
488,kurumkan,54.3,110.3,279.89,80,37,0.89,RU,1697073860
489,pangkalanbuun,-2.6833,111.6167,302.4,65,72,2.43,ID,1697073860
490,chertkovo,49.3847,40.1547,274.44,62,27,3.56,RU,1697073860
491,nadym,65.5333,72.5167,273.9,83,100,1.9,RU,1697073860
492,necochea,-38.5473,-58.7368,278.45,75,22,3.2,AR,1697073860
493,mysen,59.5535,11.3258,284.09,76,5,5.0,NO,1697073860
494,ayacucho,-13.1583,-74.2239,290.65,60,21,2.92,PE,1697073861
495,yantzaza,-3.8278,-78.7594,294.78,81,53,0.26,EC,1697073861
496,price,39.5994,-110.8107,283.21,49,100,4.63,US,1697073861
497,juneau,58.3019,-134.4197,283.15,93,75,4.12,US,1697073861
498,qarqaraly,49.4058,75.4742,278.77,51,100,3.16,KZ,1697073861
499,volchikha,52.0333,80.3833,279.81,53,100,1.34,RU,1697073861
500,tsiombe,-25.3,45.4833,294.18,77,82,5.13,MG,1697073861
501,amga,60.8953,131.9608,282.03,91,100,4.92,RU,1697073861
502,wagar,16.1525,36.2032,302.27,45,2,3.73,SD,1697073861
503,mineral wells,32.8085,-98.1128,294.62,79,100,7.72,US,1697073861
504,sale,34.0389,-6.8166,292.39,94,13,1.54,MA,1697073861
505,placido de castro,-10.3353,-67.1856,303.68,41,33,1.26,BR,1697073861
506,malpica,43.3228,-8.8105,294.24,50,80,2.56,ES,1697073861
507,vallenar,-28.5708,-70.7581,292.75,34,0,0.7,CL,1697073619
508,kpalime,6.9,0.6333,296.54,97,100,0.86,TG,1697073861
509,touros,-5.1989,-35.4608,298.71,78,84,7.1,BR,1697073862
510,jahazpur,25.6167,75.2833,296.31,52,0,1.05,IN,1697073862
511,soro,21.2881,86.6858,298.41,81,0,1.66,IN,1697073862
512,klaksvik,62.2266,-6.589,278.66,67,100,10.27,FO,1697073862
513,chandler,33.3062,-111.8412,304.19,21,0,5.14,US,1697073862
514,malgrat de mar,41.6466,2.7414,294.24,83,0,3.01,ES,1697073862
515,urangan,-25.3,152.9,295.8,57,0,1.69,AU,1697073862
516,tamanrasset,22.785,5.5228,295.49,23,20,0.7,DZ,1697073862
517,piacabucu,-10.4056,-36.4344,296.33,86,16,3.1,BR,1697073862
518,new richmond,45.123,-92.5366,285.42,88,0,2.57,US,1697073862
519,palikir - national government center,6.9248,158.1611,299.62,94,100,2.57,FM,1697073862
520,reserve,30.0538,-90.5518,290.14,95,100,9.77,US,1697073862
521,broken hill,-31.95,141.4333,292.61,32,0,10.71,AU,1697073702
522,cuyo,10.8525,121.0086,301.05,77,100,2.78,PH,1697073862
523,ginir,7.1333,40.7,288.18,81,80,0.72,ET,1697073862
524,skelleftea,64.7507,20.9528,274.35,100,99,6.17,SE,1697073863
525,charlottetown,46.2352,-63.1267,286.91,94,100,2.57,CA,1697073863
526,bam,29.106,58.357,299.56,21,0,2.48,IR,1697073863
527,cidreira,-30.1811,-50.2056,290.56,95,100,6.41,BR,1697073863
528,skiathos,39.1623,23.4909,290.36,62,2,8.28,GR,1697073863
529,cockburn town,21.4612,-71.1419,302.07,75,98,7.79,TC,1697073863
530,zhanaozen,43.3,52.8,281.39,57,87,5.69,KZ,1697073863
531,hotan,37.0997,79.9269,287.28,29,1,2.04,CN,1697073863
532,carutapera,-1.195,-46.02,299.21,83,21,2.96,BR,1697073863
533,beyneu,45.3167,55.2,281.65,69,100,4.98,KZ,1697073863
534,felipe carrillo puerto,19.5833,-88.05,300.86,86,70,2.24,MX,1697073863
535,urengoy,65.9667,78.3667,277.1,92,100,9.39,RU,1697073863
536,khovd,48.0056,91.6419,281.09,45,5,2.12,MN,1697073853
537,chegdomyn,51.1167,133.0167,283.33,66,11,0.89,RU,1697073863
538,fada,9.5667,8.3,293.7,98,90,0.84,NG,1697073863
539,west livingston,30.6983,-95.0019,293.16,85,64,0.45,US,1697073864
540,mitsamiouli,-11.3847,43.2844,298.02,80,3,2.66,KM,1697073864
541,vuktyl,63.8567,57.3094,272.65,93,42,1.79,RU,1697073864
542,marco island,25.9363,-81.7157,302.15,91,20,4.12,US,1697073864
543,cavalaire-sur-mer,43.174,6.5272,290.55,75,0,2.67,FR,1697073864
544,las trojes,14.0667,-85.9833,294.87,90,31,1.24,HN,1697073864
545,tonekabon,36.8163,50.8738,289.12,94,100,3.49,IR,1697073864
546,timbuktu,16.7735,-3.0074,304.72,19,12,3.05,ML,1697073864
547,kralendijk,12.15,-68.2667,303.14,79,20,6.17,BQ,1697073864
548,harran,36.86,39.0314,294.6,57,7,3.05,TR,1697073864
549,tra mhor,52.1624,-7.1524,283.0,74,100,1.34,IE,1697073864
550,sarikei,2.1167,111.5167,298.76,88,100,0.42,MY,1697073864
551,kabansk,52.0486,106.6528,282.67,62,13,1.52,RU,1697073864
552,bel ombre,-4.6167,55.4167,299.06,89,20,1.54,SC,1697073864
553,terrace,54.5163,-128.6035,286.1,94,75,1.54,CA,1697073864
554,sampacho,-33.3839,-64.7221,280.03,28,1,2.08,AR,1697073864
555,harper,4.375,-7.7169,298.13,90,100,3.35,LR,1697073865
556,fort st. john,56.2499,-120.8529,283.09,93,75,2.06,CA,1697073865
557,olinda,-8.0089,-34.8553,300.0,69,40,4.12,BR,1697073865
